,Precio,Direccion,Barrio
4050,USD 155.000,Housing Barrancas DE Rivera Indarte - C/ Escritura -,"Villa Rivera Indarte, Córdoba"
4051,USD 37.000,bv san Juan 950,"Observatorio, Córdoba"
4052,USD 120.000,Ibarbalz 700,"General Paz, Córdoba"
4053,USD 38.000,Departamento 1 dor B° Alberdi Chaco 100,"Alberdi, Córdoba"
4054,USD 110.000,De Los Extremeños 4900,"Jardín Claret, Córdoba"
4055,USD 103.000,Nueva Cordoba - Estrada 18,"Nueva Córdoba, Córdoba"
4056,USD 315.000,"Cabo Varas esquina Cabo Uzqueda, Tejas 2 100","Tejas II, Córdoba"
4057,USD 49.000,25 de Mayo 1639,"General Paz, Córdoba"
4058,USD 110.000,"Apto Crédito, Casa en Housing "" Los Algarrobos"", Gonzalez al 949","Córdoba, Córdoba"
4059,USD 99.000,Diaz Caballero al 6600,"Villa Belgrano, Córdoba"
4060,USD 169.000,José A. Cortejarena 3800,"URCA, Córdoba"
4061,USD 45.000,Intendente Ramon Bautista Mestre al 1100,"Providencia, Córdoba"
4062,USD 180.000,Gordillo al 4600,"Alejandro Centeno, Córdoba"
4063,USD 185.000,Chacras del Norte II,"Chacra del Norte, Córdoba"
4064,USD 38.000,Corrientes al 1700,"San Vicente, Córdoba"
4065,USD 150.000,Parque Capital - Cumbres Negras 2500,"Córdoba, Córdoba"
4066,USD 480.000,El Bosque - Córdoba,"Córdoba, Córdoba"
4067,USD 30.000,Chubut 20,"Alberdi, Córdoba"
4068,USD 130.000,Parque V. Sarsfield,"Parque Vélez Sársfield, Córdoba"
4069,USD 75.000,david luque 435,"General Paz, Córdoba"
4070,USD 110.000,Gregorio Gavier al 4300,"Córdoba, Córdoba"
4071,USD 165.000,David Luque y Rosario de Santa Fe,"General Paz, Córdoba"
4072,USD 75.000,Boulevard Chacabuco 472,"Nueva Córdoba, Córdoba"
4073,USD 120.000,Zaragosa 2300,"Crisol Sur, Córdoba"
4074,USD 140.000,Ayacucho al 2800,"Parque Vélez Sársfield, Córdoba"
4075,USD 126.000,SAN Jeronimo 3600,"Parque San Vicente, Córdoba"
4076,USD 85.000,San Ignacio,"San Ignacio, Córdoba"
4077,USD 189.000,Cañuelos Chico,"Country Cañuelas Village, Córdoba"
4078,USD 100.000,Horcosun 2200,"Parque Capital, Córdoba"
4079,USD 135.000,Arenales 1100,"Juniors, Córdoba"
4080,USD 700.000,La Rufina - Córdoba,"Colón, Córdoba"
4081,USD 37.800,Ongagasta al 1300,"General Bustos, Córdoba"
4082,USD 129.000,Aconquija 2800 - Posesion 2022,"Córdoba, Córdoba"
4083,USD 110.000,"Meisner, La Paya / Tejas dos 0","Tejas II, Córdoba"
4084,USD 260.000,Ing Amengual 700,"Las Tejas del Sur, Córdoba"
4085,USD 179.000,"O higgins 6100, greenville 2 6100","Greenville II, Córdoba"
4086,USD 18.500,Laprida al 1100,"Observatorio, Córdoba"
4087,USD 88.000,Lima 1600 5°,"General Paz, Córdoba"
4088,USD 33.600,Isabel La Católica 331,"Alta Córdoba, Córdoba"
4089,USD 165.000,Ingeniero Lopez 1500,"Lorenzini, Córdoba"
4090,USD 370.000,Las PacarÁs Lote / N° 1372,"Valle Escondido , Córdoba"
4091,USD 25.000,Colon 251,"Centro, Córdoba"
4092,USD 310.000,Jose Gigena,"Cerro de las Rosas, Córdoba"
4093,USD 215.000,Blas Pascal 6122,"Villa Belgrano, Córdoba"
4094,USD 35.000,Dean Funes 3100 2°,"Alto Alberdi, Córdoba"
4095,USD 120.000,Rafael Igarzabal 800,"Parque Vélez Sársfield, Córdoba"
4096,USD 84.000,Ibarbalz al 700,"General Paz, Córdoba"
4097,USD 66.000,Venta Dptos a Estrenar de 1 y 2 Dorm en Nueva Cordoba. Edificio Palatinus. Obispo Trejo 1280,"Nueva Córdoba, Córdoba"
4098,USD 178.000,Carlos Nicolle 5800,"Villa Belgrano, Córdoba"
4099,USD 121.000,Av. Colon 3400,"Alto Alberdi, Córdoba"
4100,USD 129.000,Luis Galeano al 900,"Las Rosas, Córdoba"
4101,USD 54.000,Armenia 2241,"General Pueyrredón, Córdoba"
4102,USD 37.000,Fray Leon Torres al 800,"Alta Córdoba, Córdoba"
4103,USD 350.000,"San Isidro, Villa Allende","Córdoba, Córdoba"
4104,USD 305.000,Los Mimbres - Valparaiso al 6500,"Córdoba, Córdoba"
4105,USD 65.000,Bv. Mitre al 600,"Centro, Córdoba"
4106,USD 175.000,Chacra Del Sur,"Córdoba, Córdoba"
4107,USD 90.000,Santiago Morales 4400,"Ferreyra, Córdoba"
4108,USD 29.900,Lima al 400,"Centro, Córdoba"
4109,USD 70.000,Igualdad al 200,"Centro, Córdoba"
4110,USD 16.000,Pellegrini al 1400,"San Vicente, Córdoba"
4111,USD 157.000,Poeta Lugones al 204,"Nueva Córdoba, Córdoba"
4112,USD 67.000,Novillo Martínez 1200,"Altos de Vélez Sársfield, Córdoba"
4113,USD 178.000,Carlos Nicolle al 5800,"Villa Belgrano, Córdoba"
4114,Consultar precio,Bernardo O'higgins 7000,"Camino a San Carlos, Córdoba"
4115,USD 380.000,La Reserva Country Lote / N° 0,"La Reserva, Córdoba"
4116,USD 62.000,Lima 1600- Habita Lima,"General Paz, Córdoba"
4117,Consultar precio,Hipolito Yrigoyen 592,"Nueva Córdoba, Córdoba"
4118,USD 100.000,Hipólito Irigoyen al 400,"Nueva Córdoba, Córdoba"
4119,USD 120.000,Av. Colon al 4900,"Quebrada de las Rosas, Córdoba"
4120,USD 115.000,Deheza 200,"General Paz, Córdoba"
4121,$ 1,AV Velez Sarsfield,"Nueva Córdoba, Córdoba"
4122,USD 110.000,Gigante Oportunidad!!! 4 Dorm + Depto + Pileta EN Villa Allende Parque,"Córdoba, Córdoba"
4123,USD 90.000,Pasaje tropero sosa 1869,"Villa Cabrera, Córdoba"
4124,USD 68.000,Lavalleja al 1000,"Cofico, Córdoba"
4125,USD 530.000,Country Jockey Club - CON Escritura,"Jockey Club, Córdoba"
4126,USD 55.000,Dean Funes al 300,"Centro, Córdoba"
4127,USD 90.000,San Ignacio Lote / N° 0,"San Ignacio Village, Córdoba"
4128,USD 160.000,José Verdaguer 4600,"Alejandro Centeno, Córdoba"
4129,USD 130.000,Ibarbalz 700,"General Paz, Córdoba"
4130,USD 107.200,Transito Caceres DE Allende 400 - Posesion 2025 -,"Nueva Córdoba, Córdoba"
4131,USD 450.000,Las Delicias,"Córdoba, Córdoba"
4132,USD 65.000,Felix Frias 500,"General Paz, Córdoba"
4133,USD 165.000,Cañuelas Chico,"Cañuelas Country Golf, Córdoba"
4134,USD 80.000,24 de Septiembre 1630,"General Paz, Córdoba"
4135,USD 75.000,Cassaffousth al 1600,"Providencia, Córdoba"
4136,USD 240.000,Valle Escondido Lote / N° 0,"Valle Escondido , Córdoba"
4137,USD 38.000,Palmas de Claret,"Padre Claret, Córdoba"
4138,USD 100.000,Chacabuco al 1100,"Nueva Córdoba, Córdoba"
4139,Consultar precio,Reggia 4 - Bv. Illia 20,"Nueva Córdoba, Córdoba"
4140,USD 180.000,O Higgings 6400 6400,"Córdoba, Córdoba"
4141,USD 69.000,Escucha Propuestas - Posesion Inmediata,"Nueva Córdoba, Córdoba"
4142,USD 49.500,Duarte Quiros al 2500,"Alto Alberdi, Córdoba"
4143,USD 100.000,San Ignacio Village,"San Ignacio, Córdoba"
4144,USD 450.000,Fincas Del Sur Lote / N° 6000,"Fincas del Sur I, Córdoba"
4145,USD 400.000,Argañaraz Y Murguía 3400,"Jardín Espinosa, Córdoba"
4146,USD 125.000,Ambrosio Olmos 800 8°,"Nueva Córdoba, Córdoba"
4147,USD 650.000,Mil Nueve Diez - Villa Belgrano,"Villa Belgrano, Córdoba"
4148,USD 75.000,Diego Díaz al 700- Duplex,"Marqués de Sobremonte, Córdoba"
4149,USD 75.000,Cassaffousth al 1600,"Providencia, Córdoba"
4150,USD 169.000,Juan De Dios Correas 6900,"El Refugio, Córdoba"
4151,USD 457.000,MIL Nueve Diez - DE Categoria -,"Villa Belgrano, Córdoba"
4152,USD 230.000,Valparaiso 4200,"Jardín, Córdoba"
4153,USD 360.000,República De China Lote / N° 2500,"Valle Escondido , Córdoba"
4154,USD 480.000,El Bosque - Córdoba,"Córdoba, Córdoba"
4155,USD 285.000,Poeta Lugones al 100,"Nueva Córdoba, Córdoba"
4156,USD 150.000,Av. Colon y Zipoli,"Alto Alberdi, Córdoba"
4157,USD 690.000,Country Jockey Club 1400,"Country Jockey Club, Córdoba"
4158,USD 29.900,Lima al 400,"Centro, Córdoba"
4159,USD 210.000,Consultar dirección,"Quintas de Arguello, Córdoba"
4160,USD 315.000,"Cabo Varas esquina Cabo Uzqueda, Tejas 2 100","Tejas II, Córdoba"
4161,USD 330.000,"Casa 3 Dorm, Patio y Pileta en Jardín Claret - Zona Norte","Córdoba, Córdoba"
4162,USD 520.000,Barrancas Del Sur Lote / N° 0,"Barrancas del Sur, Córdoba"
4163,USD 49.000,25 de Mayo 1639,"General Paz, Córdoba"
4164,USD 198.000,Roque Ferreyra 1000,"URCA, Córdoba"
4165,USD 65.000,Lima 1384 -ultima Unidad -,"General Paz, Córdoba"
4166,USD 140.000,Obispo Trejo 1070,"Nueva Córdoba, Córdoba"
4167,USD 230.000,Martin cartechini 1832,"Villa Argentina, Córdoba"
4168,USD 40.000,Colombres al 1800,"San Martín, Córdoba"
4169,USD 41.000,Justo José de Urquiza 1525,"Cofico, Córdoba"
4170,USD 95.000,Roma al 900,"General Pueyrredón, Córdoba"
4171,USD 210.000,Rodriguez del Busto al 3000,"Alto Verde, Córdoba"
4172,USD 180.000,Juan del Campillo 651,"Cofico, Córdoba"
4173,USD 50.000,San Lorenzo 300 SB,"Nueva Córdoba, Córdoba"
4174,Consultar precio,Molino de Torres 5301,"El Bosque, Córdoba"
4175,USD 298.000,dino mall alto verde,"Alto Verde, Córdoba"
4176,USD 96.500,Lima 1300 1°,"General Paz, Córdoba"
4177,USD 60.000,Rondeau 387,"Córdoba, Córdoba"
4178,USD 140.000,Ibarbalz 700 8°,"General Paz, Córdoba"
4179,USD 100.000,Costas de Manantiales,"Costas de Manantiales, Córdoba"
4180,USD 62.000,,"Nueva Córdoba, Córdoba"
4181,USD 62.000,Achaval Rodríguez 1453,"Alberdi, Córdoba"
4182,USD 135.000,,"Maipú, Córdoba"
4183,USD 85.000,Luna y Cardenas 1970,"Los Paraísos, Córdoba"
4184,USD 485.000,Ayres del Sur 000,"Ayres del Sur, Córdoba"
4185,USD 45.000,Teodoro Caillet Bois 4132,"Poeta Lugones, Córdoba"
4186,USD 48.000,MARIANO MORENO 393,"Centro, Córdoba"
4187,USD 495.000,Campiñas del Sur,"Córdoba, Córdoba"
4188,USD 35.000,Calderón de la Barca 752,"Alta Córdoba, Córdoba"
4189,USD 87.000,Barrio Prados de Manantiales 000,"Prados de Manantiales, Córdoba"
4190,USD 120.000,Chacabuco 140,"Centro, Córdoba"
4191,USD 37.900,Francisco Valles 3400,"Sargento Cabral, Córdoba"
4192,USD 190.000,Chacabuco 625,"Nueva Córdoba, Córdoba"
4193,USD 100.000,docta ,"DOCTA, Córdoba"
4194,USD 57.000,Bv San Juan 620,"Alberdi, Córdoba"
4195,USD 279.000,Leon Schneider esquina Carrascull 00,"URCA, Córdoba"
4196,USD 69.000,Bolivia al 100,"Nueva Córdoba, Córdoba"
4197,USD 185.000,Republica Popular de China 745,"Valle Escondido , Córdoba"
4198,USD 30.000,CASEROS 914,"Alberdi, Córdoba"
4199,USD 1,Claros DEL Bosque,"Claros del Bosque, Córdoba"
4200,USD 90.000,bv illia 518,"Nueva Córdoba, Córdoba"
4201,USD 62.000,General Deheza 158,"General Paz, Córdoba"
4202,USD 38.000,Coronel Agustín Olmedo 128,"Alberdi, Córdoba"
4203,USD 32.000,Entre Ríos al 3000,"San Vicente, Córdoba"
4204,USD 600.000,,"Barrancas del Sur, Córdoba"
4205,USD 230.000,Manuel Corvalan 358,"San Salvador, Córdoba"
4206,USD 65.000,Peru 75,"Nueva Córdoba, Córdoba"
4207,USD 215.000,,"Miradores de Manantiales, Córdoba"
4208,USD 42.000,,"Talleres Este, Córdoba"
4209,USD 190.000,LA Luisita Duplex EN Venta,"La Luisita, Córdoba"
4210,USD 203.931,Padre Alberione 6500 1°,"Villa Rivera Indarte, Córdoba"
4211,USD 162.000,Barros Pasos al 3800,"URCA, Córdoba"
4212,USD 90.000,Monseñor Pablo Cabrera 3247,"La France, Córdoba"
4213,USD 145.000,DOCTA URBANIZACIÓN inteligente 0,"DOCTA, Córdoba"
4214,USD 190.000,Bv Illia 350,"Nueva Córdoba, Córdoba"
4215,USD 30.000,Arturo Orgaz al 200,"Alberdi, Córdoba"
4216,USD 130.000,Pigue al 2200,"Jardín, Córdoba"
4217,USD 149.000,Carlos Lopez Buchardo 3192,"Los Plátanos, Córdoba"
4218,USD 41.000,Chile N°200,"Nueva Córdoba, Córdoba"
4219,USD 38.000,Pje Doctor Tomas Bordones 32,"Alberdi, Córdoba"
4220,USD 45.000,Ituzaingó 714,"Nueva Córdoba, Córdoba"
4221,USD 163.000,Pedro Feliciano Cavia 4648,"Poeta Lugones, Córdoba"
4222,USD 110.000,Costas de Manantiales 23,"Manantiales, Córdoba"
4223,USD 65.000,Ambrosio Olmos al 600,"Nueva Córdoba, Córdoba"
4224,USD 125.000,Ambrosio Olmos al 800,"Nueva Córdoba, Córdoba"
4225,USD 260.000,ALMARAZ 8600,"El Refugio, Córdoba"
4226,USD 105.000,ISIDORO GUTIERREZ 4350,"Villa Marta, Córdoba"
4227,USD 57.000,Urquiza 1316,"Córdoba, Córdoba"
4228,USD 52.000,Angelo de Peredo 20 Nueva Cordoba ,"Nueva Córdoba, Córdoba"
4229,USD 82.000,Balcarce al 400,"Nueva Córdoba, Córdoba"
4230,USD 125.000,Celso barrios,"Claros Village, Córdoba"
4231,$ 185.000,Leonismo Argentino 776,"Hipódromo, Córdoba"
4232,USD 90.000,Catamarca 940,"General Paz, Córdoba"
4233,USD 65.000,Diagonal Ica 430,"General Bustos, Córdoba"
4234,USD 70.000,Buenos Aires al 1400,"Nueva Córdoba, Córdoba"
4235,USD 1,Ravignani al 3400,"Villa Azalais, Córdoba"
4236,USD 95.000,,"Jardín, Córdoba"
4237,USD 37.000,9 de Julio 883,"Centro, Córdoba"
4238,$ 150.000,,"Manantiales, Córdoba"
4239,USD 43.000,Duarte Quiros al 700,"Centro, Córdoba"
4240,USD 150.000,Gay Lussac 6339,"Villa Belgrano, Córdoba"
4241,USD 210.000,Adolfo Orma 1815,"Cerro de las Rosas, Córdoba"
4242,USD 172.000,Doctor José M. Pizarro 879,"Residencial Vélez Sársfield, Córdoba"
4243,USD 74.500,Buenos Aires al 400,"Nueva Córdoba, Córdoba"
4244,USD 220.000,Los Carolinos,"La Carolina, Córdoba"
4245,USD 430.000,"LAS TERRAZAS VALLE ESCON, Córdoba, Córdoba, Argentina.","Valle Escondido , Córdoba"
4246,USD 580.000,Barrio Ayres del Sur 000,"Ayres del Sur, Córdoba"
4247,USD 36.000,Damaso Larrañaga 133,"Nueva Córdoba, Córdoba"
4248,USD 70.000,,"Jorge Newbery, Córdoba"
4249,USD 225.000,Poeta Lugones 344,"Nueva Córdoba, Córdoba"
4250,USD 75.000,Sol de Mayo 1815,"Residencial Santa Ana, Córdoba"
4251,USD 38.000,Campillo 806,"Cofico, Córdoba"
4252,USD 125.000,Pardos y Morenos al 1900,"Crisol Norte, Córdoba"
4253,USD 45.000,Duarte Quiros 1290,"Alto Alberdi, Córdoba"
4254,USD 110.000,Domingo Muriel 1750,"Córdoba, Córdoba"
4255,USD 170.000,Leon Tedin,"URCA, Córdoba"
4256,USD 65.000,Transito caceres de Allende 400,"Nueva Córdoba, Córdoba"
4257,USD 60.000,olivares,"Matienzo, Córdoba"
4258,$ 85.000,AV POETA LUGONES 72,"Nueva Córdoba, Córdoba"
4259,USD 125.000,Pistonala ,"Manantiales, Córdoba"
4260,USD 550.000,Jardín Inglés Central,"Jardín Inglés, Valle Escondido "
4261,USD 175.000,,"Cañuelas Country Golf, Córdoba"
4262,USD 48.000,De Las Altas Cumbres 3900,"Coronel Olmedo, Córdoba"
4263,USD 95.000,Humberto Primo 3800,"San Salvador, Córdoba"
4264,USD 129.000,Belén 4600,"Alejandro Centeno, Córdoba"
4265,USD 330.000,Los Soles Valle Escondido,"Los Soles, Valle Escondido "
4266,USD 90.000,Av Pueyrredon 675,"Observatorio, Córdoba"
4267,USD 65.000,Av. Poeta Lugones 216,"Nueva Córdoba, Córdoba"
4268,USD 77.900,Independencia 1300 9°,"Nueva Córdoba, Córdoba"
4269,$ 10.100.000,Velez Sarsfield 1100,"Nueva Córdoba, Córdoba"
4270,USD 102.000,Felix Frias 479,"General Paz, Córdoba"
4271,USD 159.000,Celso Barrios 3609,"Claros del Bosque, Córdoba"
4272,USD 380.000,Reserva General,"La Reserva, Córdoba"
4273,USD 48.000,Copina 2700,"San Pablo, Córdoba"
4274,USD 33.000,Chubut 148,"Alberdi, Córdoba"
4275,USD 105.000,,"General Paz, Córdoba"
4276,USD 124.000,Nicanor Carranza 3566,"Cerro de las Rosas, Córdoba"
4277,USD 160.000,Dellia Paolera al 6500,"Granja de Funes, Córdoba"
4278,USD 450.000,"Av. Los Alamos Córdoba, Córdoba, Argentina, El Bosque, Córdoba, Córdoba","El Bosque, Córdoba"
4279,USD 280.000,Jose Roque Funes 2030,"Cerro de las Rosas, Córdoba"
4280,USD 52.000,"Rosario de Sta. Fe 1160, X5004 GBL, Córdoba, Argentina","General Paz, Córdoba"
4281,USD 55.000,9 DE JULIO,"Alberdi, Córdoba"
4282,USD 110.000,Cooperativa Villa Retiro 000,"Villa Retiro, Córdoba"
4283,USD 56.500,Bv Mitre 517,"Centro, Córdoba"
4284,USD 150.000,Pública Suburbio Nº al 1400 (costa Canal),"Los Boulevares, Córdoba"
4285,USD 23.000,Santa Rosa 1088,"Alberdi, Córdoba"
4286,USD 15.900,Montevideo 700 PB,"Observatorio, Córdoba"
4287,USD 128.000,Calle Publica Mza 20 Lote / N° 0,"Terrazas de Manantiales, Córdoba"
4288,USD 95.000,Obispo Trejo 651,"Nueva Córdoba, Córdoba"
4289,USD 84.000,Velez Sarsfield 1200,"Nueva Córdoba, Córdoba"
4290,USD 280.000,,"Valle Escondido , Córdoba"
4291,USD 93.000,Abel Chaneton 300,"San Fernando, Córdoba"
4292,USD 90.000,,"Residencial Sur, Córdoba"
4293,USD 38.000,AVDA OLMOS 279,"Centro, Córdoba"
4294,USD 140.000,AV VALPARAISO 6590,"La Calandria, Córdoba"
4295,USD 35.000,Santa fe 330,"Alberdi, Córdoba"
4296,USD 34.000,"Enfermera Clermont 377, Córdoba, Córdoba, Argentina.","Córdoba, Córdoba"
4297,USD 77.000,Docta,"DOCTA, Córdoba"
4298,USD 50.000,Jujuy,"Alta Córdoba, Córdoba"
4299,USD 45.000,Bv San Juan 850,"Centro, Córdoba"
4300,USD 69.000,Emilio Salgari 2285,"Empalme, Córdoba"
4301,USD 45.000,Soldado Ruiz al 2000,"San Martín, Córdoba"
4302,USD 185.000,Casonas del Sur 2 00,"Córdoba, Córdoba"
4303,USD 75.000,derqui 55,"Nueva Córdoba, Córdoba"
4304,USD 99.000,Ituzaingo,"Nueva Córdoba, Córdoba"
4305,USD 69.000,Calixto Gauna 1277,"Los Plátanos, Córdoba"
4306,USD 310.000,FRANCISCO DE AGUIRRE 4200,"Villa Centenario, Córdoba"
4307,USD 42.000,Mariano Fragueiro 83,"Centro, Córdoba"
4308,USD 37.000,Jorge Ordunas 7018,"Argüello, Córdoba"
4309,USD 135.000,Costas de Manantiales - Depto. - Venta - 2 Dorm,"Costas de Manantiales, Córdoba"
4310,USD 120.000,,"Terrazas de Manantiales, Córdoba"
4311,USD 180.000,David Luque 180,"General Paz, Córdoba"
4312,USD 240.000,Mariotte 5300,"Villa Belgrano, Córdoba"
4313,USD 90.000,AV. Colon al 6500,"Córdoba, Córdoba"
4314,USD 85.000,Obispo Trejo al 800 Nueva Cordoba,"Nueva Córdoba, Córdoba"
4315,USD 52.500,,"General Paz, Córdoba"
4316,USD 550.000,A. Olmos 520,"Nueva Córdoba, Córdoba"
4317,USD 130.000,Calandria 151,"Quebrada de las Rosas, Córdoba"
4318,USD 330.000,Tejas 2,"Tejas II, Córdoba"
4319,USD 470.000,,"Fincas del Sur II, Córdoba"
4320,USD 135.000,spilimbergo 5600,"Chacra del Norte, Córdoba"
4321,USD 55.000,Obispo Trejo 1093,"Nueva Córdoba, Córdoba"
4322,$ 650.000,,"Jockey Club, Córdoba"
4323,USD 180.000,Maria Lastenia 50,"Guiñazú, Córdoba"
4324,USD 115.000,"Brasil 40, X5000 Córdoba","Nueva Córdoba, Córdoba"
4325,USD 250.000,Cervantes 400,"Alta Córdoba, Córdoba"
4326,USD 41.000,Honduras 2030,"Córdoba, Córdoba"
4327,USD 165.000,Casagrande Nores Martinez,"Jardín, Córdoba"
4328,USD 37.000,,"San Lorenzo, Córdoba"
4329,USD 145.000,,"Nueva Córdoba, Córdoba"
4330,USD 50.000,Depto A Estrenar 1 Dorm Alto Alberdi,"Alto Alberdi, Córdoba"
4331,USD 68.000,Mariano Fragueiro al 1500,"Cofico, Córdoba"
4332,USD 175.000,Córdoba - Barrio Ayacucho - Obispo Carranza al 1800,"Ayacucho, Córdoba"
4333,USD 95.000,Buenos Aires 800,"Nueva Córdoba, Córdoba"
4334,USD 175.000,Spilimbergo s/n,"Chacra del Norte, Córdoba"
4335,USD 400.000,Av. Los Alamos 1111,"El Bosque, Córdoba"
4336,USD 135.000,Av Bodereau,"Córdoba, Córdoba"
4337,USD 67.000,Mutual de los docentes 0,"S.M.A.T.A., Córdoba"
4338,USD 265.000,Jardin Espinosa - Santa Marta al 3800,"Jardín Espinosa, Córdoba"
4339,USD 105.000,Av. Colón 4.000 villasol,"Alto Villasol, Córdoba"
4340,USD 45.000,Rivera Indarte al 1415,"Cofico, Córdoba"
4341,USD 38.000,Jacinto Rios 400,"General Paz, Córdoba"
4342,USD 55.000,Figueroa Alcorta al 200,"Centro, Córdoba"
4343,USD 110.000,General Paz 3049,"Alta Córdoba, Córdoba"
4344,USD 230.000,"Mario Flores 4278, Tejas del Sur","Las Tejas del Sur, Córdoba"
4345,USD 153.000,Terrazas de Manantiales M 13 L 7,"Terrazas de Manantiales, Córdoba"
4346,USD 100.000,Malagueño 1700,"Córdoba, Córdoba"
4347,USD 135.000,Av. Cdad. de Valparaiso 6590,"La Calandria, Córdoba"
4348,USD 130.000,Agrim Enrique Bodereau,"Villa Allende Parque, Córdoba"
4349,$ 52.000,Julio A Roca 334,"Güemes, Córdoba"
4350,USD 75.000,,"Nueva Córdoba, Córdoba"
4351,USD 38.000,Dean Funes al 900,"Centro, Córdoba"
4352,USD 550.000,Avenida Valparaiso 6894,"Córdoba, Córdoba"
4353,USD 480.000,Camino San Carlos 6418,"Quintas de Flores, Córdoba"
4354,USD 220.000,Pasaje Inca Manco,"Jardín Espinosa, Córdoba"
4355,USD 113.000, Huayna 7780,"Villa Quisquizacate, Córdoba"
4356,$ 31.000.000,Velez Sarsfield 1100,"Nueva Córdoba, Córdoba"
4357,USD 80.000,tolosa,"Maipú, Córdoba"
4358,USD 16.000,Dean Funes 2515,"Córdoba, Córdoba"
4359,USD 57.000,Almirante Brown 1500,"Los Naranjos, Córdoba"
4360,USD 60.000,,"Nueva Córdoba, Córdoba"
4361,USD 98.000,BV CHACABUCO 526,"Nueva Córdoba, Córdoba"
4362,USD 103.000,Ituzaingo al 700,"Nueva Córdoba, Córdoba"
4363,USD 75.000,,"Alto Alberdi, Córdoba"
4364,USD 65.000,Colon 732,"Centro, Córdoba"
4365,USD 119.000,,"Centro, Córdoba"
4366,USD 57.000,Brasil al 100,"Nueva Córdoba, Córdoba"
4367,USD 46.900,,"San Martín, Córdoba"
4368,Consultar precio,Claros del Bosque,"Claros del Bosque, Córdoba"
4369,USD 87.000,Bv. San Juan al 200,"Centro, Córdoba"
4370,USD 58.000,San Lorenzo 369,"Nueva Córdoba, Córdoba"
4371,USD 38.000,Esperanza 3073,"Jardín, Córdoba"
4372,USD 50.000,,"Alto Alberdi, Córdoba"
4373,USD 73.000,Nueva Cordoba Espectacular Ubicacion Lanin 11 Preventa Lanzamiento!!,"Nueva Córdoba, Córdoba"
4374,USD 38.000,Bº San Vicente: Corrientes al 1700,"San Vicente, Córdoba"
4375,USD 55.000,Publica A,"Carrara de Horizonte, Córdoba"
4376,USD 175.000,Bv. Poeta Lugones 72,"Nueva Córdoba, Córdoba"
4377,USD 110.000,,"Argüello, Córdoba"
4378,USD 150.000,Rondeau al 500,"Nueva Córdoba, Córdoba"
4379,Consultar precio,Malagueño 1074,"Jardín, Córdoba"
4380,USD 102.000,,"Nueva Córdoba, Córdoba"
4381,USD 131.900,Poeta Lugones 100,"Nueva Córdoba, Córdoba"
4382,USD 180.000,Ohiggins 6100,"Greenville, Córdoba"
4383,USD 48.000,Bolivar 397,"Centro, Córdoba"
4384,USD 350.000,"25 de mayo 450, Córdoba, Córdoba, Argentina.","Córdoba, Córdoba"
4385,USD 41.500,,"Alto Alberdi, Córdoba"
4386,USD 140.000,Chile al 200,"Nueva Córdoba, Córdoba"
4387,USD 115.000,Bv Illia 437,"Nueva Córdoba, Córdoba"
4388,USD 250.000,Independencia 750,"Nueva Córdoba, Córdoba"
4389,USD 158.000,Baquero Lascano 3253,"Tejas II, Córdoba"
4390,USD 48.000,Tandil Esquina Abreu de Figueroa,"Jardín, Córdoba"
4391,USD 260.000,Tejas DE SUR - Frente A Plaza - PB,"Las Tejas del Sur, Córdoba"
4392,USD 72.000,Ituzaingo 403,"Nueva Córdoba, Córdoba"
4393,USD 145.000,Fructuoso Rivera al 100,"Nueva Córdoba, Córdoba"
4394,USD 52.000,Sta Fe 330,"Alberdi, Córdoba"
4395,$ 190.000,Valparaiso 4900,"Córdoba, Córdoba"
4396,$ 8.300.000,Tandil al 1500,"Córdoba, Córdoba"
4397,USD 158.000,Venta Duplex Tejas del sur,"Las Tejas del Sur, Córdoba"
4398,USD 70.000,,"Colón, Córdoba"
4399,USD 260.000,Hipólito Yrigoyen 370,"Nueva Córdoba, Córdoba"
4400,USD 125.000,Agustín Piaggio 822,"La Calandria, Córdoba"
4401,USD 89.000,27 de Abril esq Sol de Mayo,"Alto Alberdi, Córdoba"
4402,USD 165.000,Edmundo Mariotte 6730,"Villa Belgrano, Córdoba"
4403,USD 70.000,Fray Mamerto Esquiu 135,"General Paz, Córdoba"
4404,USD 180.000,Mariano Fragueiro 1334,"Alta Córdoba, Córdoba"
4405,USD 38.500,,"Alto Alberdi, Córdoba"
4406,USD 135.000,Chile 200 3°,"Nueva Córdoba, Córdoba"
4407,USD 37.500,,"Alta Córdoba, Córdoba"
4408,USD 48.000,Rivadavia 150,"Centro, Córdoba"
4409,USD 129.000,Prudencio Bustos 9°,"Centro, Córdoba"
4410,USD 135.000,Marcelino Tisera 4881,"Padre Claret, Córdoba"
4411,USD 75.000,Humberto Primo y Muñiz,"Alberdi, Córdoba"
4412,USD 165.000,Av. Colón 700 4°,"Centro, Córdoba"
4413,USD 170.000,Nuevo Poeta Lugones,"Nuevo Poeta Lugones, Córdoba"
4414,USD 234.900,HIPOLITO YRIGOYEN 200,"Nueva Córdoba, Córdoba"
4415,USD 110.000,Tristan de Tejeda,"Marqués de Sobremonte, Córdoba"
4416,USD 49.900,Lavalleja al 1800,"Alta Córdoba, Córdoba"
4417,USD 450.000,,"El Bosque, Córdoba"
4418,USD 75.000,Estrada 128,"Nueva Córdoba, Córdoba"
4419,USD 152.000,Aconquija 2892,"Parque Capital, Córdoba"
