,Precio,Direccion,Barrio
345,USD 47.000,Departamento 1 Dormitorio! Centro,"Centro, Córdoba"
346,USD 99.000,La Calandria,"La Calandria, Córdoba"
347,USD 56.000,Poeta Lugones 94,"Nueva Córdoba, Córdoba"
348,USD 450.000,Casa en Las Delicias-2 Dormitorios,"Las Delicias, Córdoba"
349,USD 130.000,Obispo Oro 200,"Nueva Córdoba, Córdoba"
350,USD 55.000,Lituania al 2237,"Altos de General Paz, Córdoba"
351,USD 150.000,Greenville 2,"Greenville II, Córdoba"
352,USD 120.000,Manantiales,"Manantiales, Córdoba"
353,USD 290.000,Martel De Los Rios 2000,"Cerro de las Rosas, Córdoba"
354,USD 75.000,"Duplex en Venta en Prados de Manantiales- Planta Baja, Oportunidad!","Prados de Manantiales, Córdoba"
355,USD 42.000,Arrecifes S/N,"Colón, Córdoba"
356,USD 620.000,Ayres del Sur - Central!,"Ayres del Sur, Córdoba"
357,USD 167.000,"Venta Casa Calidad Premium en Colinas de Manantiales. 3 Dormitorios, Patio con Asador","Córdoba, Córdoba"
358,USD 79.000,Bv San Juan 737,"Alberdi, Córdoba"
359,USD 270.000,San Cayetano 400,"La Carolina, Córdoba"
360,USD 120.000,BV. Chacabuco 161,"Centro, Córdoba"
361,USD 70.000,Av. Velez Sarsfield 1996,"Güemes, Córdoba"
362,USD 300.000,Victorino Rodriguez 1200,"URCA, Córdoba"
363,USD 260.000,Jardin Espinosa - Argañaras y Murguia al 3600,"Jardín Espinosa, Córdoba"
364,USD 37.000,Coronel Olmedo 133,"Alberdi, Córdoba"
365,USD 102.000,Consultar dirección,"DOCTA, Córdoba"
366,USD 78.000,Venta Departamento 2 Dorm. - 2 Baños - Belgrano 49 Centro,"Centro, Córdoba"
367,USD 62.000,transito caceres 430,"Nueva Córdoba, Córdoba"
368,USD 180.000,Roberto Boyle 6100,"Córdoba, Córdoba"
369,USD 460.000,O´Higgins 6000,"La Santina, Córdoba"
370,USD 83.000,Pringles 132,"General Paz, Córdoba"
371,USD 750.000,Cañuelas Country Lote / N° 0,"Cañuelas Country Golf, Córdoba"
372,USD 470.000,Fortin Del Pozo Lote / N° 0,"Country Fortin del Pozo, Córdoba"
373,USD 630.000,Judas Tadeo 8700,"Las Delicias, Córdoba"
374,USD 125.000,San Ignacion Village 100,"San Ignacio Village, Córdoba"
375,USD 45.000,Ideal Rentista !! Hostel a Terminar Frente Hospital Urgencias,"Centro, Córdoba"
376,USD 285.000,Chacabuco 775,"Nueva Córdoba, Córdoba"
377,USD 79.000,obispo oro 375,"Nueva Córdoba, Córdoba"
378,USD 172.500,Manantiales,"Manantiales, Córdoba"
379,USD 150.000,Bernardo O'higgins al 6100,"Greenville II, Córdoba"
380,USD 105.000,Lima al 1300,"General Paz, Córdoba"
381,USD 64.000,Lima 1700,"General Paz, Córdoba"
382,USD 83.000,Bell Ville 8900,"Villa Rivera Indarte, Córdoba"
383,USD 67.000,Obispo Trejo al 1300,"Nueva Córdoba, Córdoba"
384,USD 45.000,Av. Colon 1700,"Alberdi, Córdoba"
385,USD 650.000,Las Delicias,"Las Delicias, Córdoba"
386,USD 63.300,Ignea 15-av. Ambrosio Olmos 760,"Nueva Córdoba, Córdoba"
387,USD 650.000,Consultar dirección,"Altos del Chateau, Córdoba"
388,USD 380.000,Vélez Sarsfield 3000,"Comercial, Córdoba"
389,USD 215.000,Miradores de Manantiales,"Miradores de Manantiales, Córdoba"
390,USD 39.000,Ingeniero López 235,"Alto Alberdi, Córdoba"
391,USD 151.000,Faro de Rondeau | Rondeau 533,"Nueva Córdoba, Córdoba"
392,USD 790.000,Casa en Barrancas - 4 Dormitorios,"Barrancas, Córdoba"
393,USD 170.000,Buenos Aires 1200,"Nueva Córdoba, Córdoba"
394,USD 135.000,Manuel Pizarro 2500,"Villa Centenario, Córdoba"
395,USD 230.000,Nuestra Sra. de Loreto 1400,"Córdoba, Córdoba"
396,USD 126.300,Felix Frias 61,"General Paz, Córdoba"
397,USD 420.000,o higgins 5400,"Country Fortin del Pozo, Córdoba"
398,USD 78.000,"Prados de Manantiales - L2 M40 ""B""","Prados de Manantiales, Córdoba"
399,USD 110.000,Lima 1700,"General Paz, Córdoba"
400,Consultar precio,Las Delicias 3,"Las Delicias, Córdoba"
401,USD 180.000,Av Republica de China al 700,"Patagonia Village, Valle Escondido "
402,USD 45.000,Nicolas avellaneda 1200,"Cofico, Córdoba"
403,USD 95.000,Venta Depto 2 Dormitorios Terraforte,"Villa Siburu, Córdoba"
404,USD 195.000,OHiggins 5500,"Cañuelas Country Golf, Córdoba"
405,USD 800.000,"Casa a la Venta en Lomas de La Carolina de 7 Años de Antigüedad, Minimalista, Cálida y Luminosa","Lomas de la Carolina, Córdoba"
406,USD 530.000,Lomas De La Carolina Lote / N° 0,"Lomas de la Carolina, Córdoba"
407,USD 530.000,El Bosque,"El Bosque, Córdoba"
408,USD 55.000,Obispo Salguero 647,"Nueva Córdoba, Córdoba"
409,Consultar precio,bv ocampo 40,"General Paz, Córdoba"
410,USD 135.000,PRADOS DE MANANTIALES,"Manantiales, Córdoba"
411,USD 64.000,Venta Depto General Paz 1 Dormitorio con Cochera y sum,"General Paz, Córdoba"
412,USD 120.000,Nobu Town Lote / N° 0,"DOCTA, Córdoba"
413,USD 398.000,Isaac Newton al 5700,"Villa Belgrano, Córdoba"
414,USD 115.000,Lima 1367,"General Paz, Córdoba"
415,USD 450.000,mauricio revigliono 0,"Fincas del Sur II, Córdoba"
416,USD 598.000,Hipolito Irigoyen al 500,"Nueva Córdoba, Córdoba"
417,USD 97.300,Nicolas Avellaneda 2223,"Alta Córdoba, Córdoba"
418,USD 33.000,Domingo Funes al 500,"Güemes, Córdoba"
419,USD 145.000,Nicole al 5800,"Villa Belgrano, Córdoba"
420,USD 25.900,Panama 2380,"Yapeyú, Córdoba"
421,USD 185.000,av ohiggins 6100,"Greenville II, Córdoba"
422,USD 125.000,General Deheza 63,"General Paz, Córdoba"
423,USD 165.000,Calmayo 2010,"Jardín, Córdoba"
424,USD 490.000,"Casa a la Venta en Lomas de La Carolina, Toda en Planta Baja, Luminosa y muy Bien Distribuida","Lomas de la Carolina, Córdoba"
425,USD 60.200,Avenida 24 de Septiembre al 1300,"General Paz, Córdoba"
426,USD 160.000,Prados de Manantiales,"Prados de Manantiales, Córdoba"
427,USD 98.500,25 de Mayo 1152,"General Paz, Córdoba"
428,USD 57.500,"Venta Hermoso Dpto 1 Dorm, B° General Paz - Lima 1386","General Paz, Córdoba"
429,USD 200.000,Dalembert 5878,"Villa Belgrano, Córdoba"
430,USD 125.000,Fray Mamerto Esquiú al 700,"General Paz, Córdoba"
431,USD 230.000,Rogelio Martinez,"Rogelio Martínez, Córdoba"
432,USD 240.000,Casa en Urca-4 Dormitorios,"URCA, Córdoba"
433,USD 550.000,jose henry 5240,"Villa Belgrano, Córdoba"
434,USD 520.000,Celso Barrios 1502,"Córdoba, Córdoba"
435,USD 175.000,Chacra del Norte II,"Chacra del Norte, Córdoba"
436,USD 140.000,Wenceslao Escalante 124,"Córdoba, Córdoba"
437,USD 125.000,Chacabuco al 700,"Nueva Córdoba, Córdoba"
438,USD 950.000,Lomas de la Carolina,"Lomas de la Carolina, Córdoba"
439,USD 620.000,Lomas DE LA Carolina,"Lomas de la Carolina, Córdoba"
440,USD 58.000,Avenida Colón 5000,"Córdoba, Córdoba"
441,USD 103.000,Lima al 1300,"General Paz, Córdoba"
442,USD 185.000,"Juan Romualdo Baez, Cañuelas Chico 100","Cañuelas Country Golf, Córdoba"
443,USD 170.000,Av. Ohiggins 5500,"Cañuelas Country Golf, Córdoba"
444,USD 99.000,Prudencio Bustos al 152,"Alto Alberdi, Córdoba"
445,USD 152.000,Complejo Harmonie,"Barrio Privado Chateau Carreras, Córdoba"
446,USD 185.000,Siete Soles - Duplares,"Siete Soles Naturaleza Urbana, Córdoba"
447,USD 59.000,Departamento 1 Dormitorio Nueva Cordoba - Santiago Temple 134,"Nueva Córdoba, Córdoba"
448,USD 65.000,Arturo M. Bas al 300,"Centro, Córdoba"
449,USD 115.000,avenida carcano 200,"Residencial del Chateau, Córdoba"
450,USD 72.000,Lucio V. Mansilla 2190,"Colón, Córdoba"
451,USD 65.000,"Departamento en Venta en Nueva Córdoba, con Cochera. 1 Dormitorio con Balcón","Nueva Córdoba, Córdoba"
452,USD 70.000,Corro al 300,"Centro, Córdoba"
453,USD 47.000,Dean Funes 1950,"Alberdi, Córdoba"
454,USD 190.000,Cristobal de Mancha y Velazco 1945,"Ayacucho, Córdoba"
455,USD 48.500,Belgrano y Santiago Temple Barrio Guemes.,"Güemes, Córdoba"
456,USD 108.000,El Plumerillo 2200,"Parque Chacabuco, Córdoba"
457,USD 200.000,Fortunato Lacamera 3976,"Tablada Park, Córdoba"
458,USD 670.000,Av Ejercito Argentino 9100,"Lomas de la Carolina, Córdoba"
459,$ 156.913.187,Greenpark| Republica de China 2000,"Córdoba, Córdoba"
460,USD 150.000,Green Ville 2,"Greenville II, Córdoba"
461,USD 83.500,bedoya 51,"Cofico, Córdoba"
462,USD 370.000,Republica de China 100,"Los Soles, Valle Escondido "
463,USD 77.900,Hermoso Departamento de 1 Dormitorio en Bº General Paz,"General Paz, Córdoba"
464,USD 88.000,Juan Manuel estrada 23 ,"Nueva Córdoba, Córdoba"
465,USD 550.000,Country Altos Del Chateau Lote / N° 0,"Altos del Chateau, Córdoba"
466,USD 47.000,Coronel Olmedo 1400 5°,"Alta Córdoba, Córdoba"
467,USD 125.000,Catamarca 850 -unidad Premium -,"General Paz, Córdoba"
468,USD 75.000,Colinas de Manantiales L22 M65,"Córdoba, Córdoba"
469,USD 65.500,Naranjo V - Felix Frias 61 General Paz - Córdoba,"General Paz, Córdoba"
470,USD 105.000,Housing La Calandria,"La Calandria, Córdoba"
471,USD 113.300,Excelente Planta Alta Pleno Cerro!!!una Joya!!!,"Villa Centenario, Córdoba"
472,USD 120.000,Condor Alto Housing Privado - Villa Allende,"Córdoba, Córdoba"
473,USD 2.500.000,Casa a la Venta en Lomas de la Carolina Pensada Como un Hotel Para la Familia y Amigos,"Lomas de la Carolina, Córdoba"
474,USD 335.000,Av. Richieri 2300,"Rogelio Martínez, Córdoba"
475,USD 165.000,Nores Martinez 2700,"Jardín, Córdoba"
476,$ 70.755.000,Obispo Salguero 655,"Nueva Córdoba, Córdoba"
477,USD 49.000,San Martin al 200,"Centro, Córdoba"
478,USD 44.200,Dean Funes 800,"Centro, Córdoba"
479,USD 75.000,Catamarca al 1200,"General Paz, Córdoba"
480,USD 45.000,"Torre H!! Bº Guemes, Exclusivo Dpto 1 Dorm!","Güemes, Córdoba"
481,USD 32.000,Av Santa Fe 675- 2ºpiso,"Providencia, Córdoba"
482,USD 330.000,Botafogo al 3600,"Córdoba, Córdoba"
483,USD 186.000,Buitrago 6258,"Argüello, Córdoba"
484,USD 71.300,Felix Frias 61,"General Paz, Córdoba"
485,USD 139.000,ACONQUIJA 2892,"Parque Capital, Córdoba"
486,USD 500.000,Molino De Torres Lote / N° 5301,"El Bosque, Córdoba"
487,USD 430.000,Fincas Del Sur 2 Lote / N° 0,"Fincas del Sur II, Córdoba"
488,USD 125.000,"General Deheza 63, 5to C - Sonoma 4 - Torre Deheza","General Paz, Córdoba"
489,USD 91.500,Yavi al 5300,"Quebrada de las Rosas, Córdoba"
490,USD 230.000,Aviva Nueva Cordoba II- Obispo Trejo 1113,"Nueva Córdoba, Córdoba"
491,USD 72.000,Edificio Coral State - Mitre al 500,"Centro, Córdoba"
492,USD 130.000,Solares,"Córdoba, Córdoba"
493,USD 65.000,Bv San Juan 550,"Nueva Córdoba, Córdoba"
494,USD 99.000,Ituzaingo 600 - CON Escritura -,"Nueva Córdoba, Córdoba"
495,USD 54.000,Tandil 3659,"Jardín del Pilar, Córdoba"
496,USD 125.000,Avda Colon 400 7°,"Centro, Córdoba"
497,USD 260.000,Villa Warcalde - PRE Venta - Precio Lanzamiento,"Villa Warcalde, Córdoba"
498,USD 1.200.000,Las Delicias,"Las Delicias, Córdoba"
499,USD 235.000,San Cayetano 5900,"Córdoba, Córdoba"
500,USD 35.000,Tucuman 2690,"Alta Córdoba, Córdoba"
501,USD 72.000,Alto Alberdi! Semipiso 2 Dorm CON Cochera!!,"Alto Alberdi, Córdoba"
502,USD 45.000,Buenos Aires al 500,"Nueva Córdoba, Córdoba"
503,USD 51.000,24 de Septiembre al 1800,"General Paz, Córdoba"
504,USD 120.000,Manantiales,"Prados de Manantiales, Córdoba"
505,USD 35.000,Cabana 3385,"San Pablo, Córdoba"
506,USD 140.000,Mansos del Sur,"Mansos del Sur, Córdoba"
507,USD 87.999,Colectora Autopista Rn 20 0,"Córdoba, Córdoba"
508,USD 109.000,"Dúplex en Venta, 3 Dorm. con Pileta, Prados de Manantiales Se Escuchan Ofertas","Prados de Manantiales, Córdoba"
509,USD 48.000,Av. J. M. de Pueyrredón 945,"Observatorio, Córdoba"
510,Consultar precio,Calidad y Confort a Metros de Recta Martinolli y a 4 Cuadras del Lasalle.,"Argüello, Córdoba"
511,USD 98.000,Pueyrredon 600,"Güemes, Córdoba"
512,USD 97.000,Pasaje Antonio Serrano 3336,"Jardín, Córdoba"
513,USD 40.500,27 de Abril al 600,"Centro, Córdoba"
514,USD 44.000,24 de Septiembre al 1926,"General Paz, Córdoba"
515,USD 89.000,General Paz al 300,"Centro, Córdoba"
516,USD 450.000,Manantiales Country - San Antonio al 1229,"Córdoba, Córdoba"
517,USD 450.000,Cañuelas Country Golf,"Cañuelas Country Golf, Córdoba"
518,USD 175.000,"Cañuelas Country Golf, O'Higgins, Córdoba 100","Cañuelas Country Golf, Córdoba"
519,USD 56.500,"Departamento en Venta en Av. Pueyrredon Nva Cba,1 Dorm con Balcón, Desocupado. NO ES Apto Crédito","Nueva Córdoba, Córdoba"
520,USD 180.000,General Deheza al 100,"General Paz, Córdoba"
521,USD 46.000,Esmeralda y Colombres,"Lomas de San Martín, Córdoba"
522,USD 340.000,Av. Ejercito Argentino 9520,"Lomas de la Carolina, Córdoba"
523,USD 40.000,Jujuy 1487,"Cofico, Córdoba"
524,USD 185.000,Av. República de China,"Valle Escondido , Córdoba"
525,USD 210.000,Lo Mejor de San Ignacio Village en Manantiales. Seguridad 24 hs.,"San Ignacio Village, Córdoba"
526,USD 235.000,Mario Flores 4200,"Las Tejas del Sur, Córdoba"
527,USD 700.000,Village Plaza - Av Nuñez - Cerro de las Rosas - Cba,"Córdoba, Córdoba"
528,USD 52.000,ALVEAR 26,"Nueva Córdoba, Córdoba"
529,USD 78.000,Mendoza 1555,"Alta Córdoba, Córdoba"
530,USD 285.000,"Casa en Venta de 3 Dormitorios en Siete Soles, Verandas. Dormitorio en Suite en Planta Baja","Córdoba, Córdoba"
531,USD 75.000,Obispo Salguero 670,"Nueva Córdoba, Córdoba"
532,USD 79.000,Boulevard San Juan 700,"Observatorio, Córdoba"
533,USD 44.000,9 de julio 2890,"Alto Alberdi, Córdoba"
534,USD 44.000,dean funes 868,"Centro, Córdoba"
535,USD 78.000,Etruria 9200,"Villa Rivera Indarte, Córdoba"
536,USD 50.000,"Venta, Dpto 1 Dorm, B° Guemes, Torres H, Av Pueyrredón 724 - Piso 16","Güemes, Córdoba"
537,USD 650.000,ALTOS DEL CHATEAU,"Altos del Chateau, Córdoba"
538,USD 139.000,David luque y rosario de santa fe,"General Paz, Córdoba"
539,USD 50.000,Martin Guemes 161,"General Paz, Córdoba"
540,USD 140.000,24 de Septiembre al 1300,"General Paz, Córdoba"
541,USD 82.660,Casona de los Arcos 1,"Manantiales, Córdoba"
542,USD 72.000,ituzaingo esquina bv illia ,"Nueva Córdoba, Córdoba"
543,USD 97.300,Nicolas Avellaneda 2223,"Alta Córdoba, Córdoba"
544,USD 115.000,avenida carcano 200,"Residencial del Chateau, Córdoba"
545,USD 620.000,Av Ohiggins 5000,"Cañuelas Country Golf, Córdoba"
546,USD 128.000,LA Calandria - Duplex 3 DOR - Imperdible!!,"La Calandria, Córdoba"
547,USD 49.000,San Martin al 200,"Centro, Córdoba"
548,USD 370.000,Celso Barrios 1300,"Country Jockey Club, Córdoba"
549,USD 109.000,san Ignacio Village 1,"San Ignacio Village, Córdoba"
550,USD 610.000,Estancia La Elisa al 1300,"Lomas de la Carolina, Córdoba"
551,USD 950.000,Urca Country Barrancas 24 Horas Seguridad,"URCA, Córdoba"
552,USD 285.000,Chacabuco 775,"Nueva Córdoba, Córdoba"
553,Consultar precio,Blas Pascal al 5300,"Villa Belgrano, Córdoba"
554,USD 39.900,Sucre 1900,"Alta Córdoba, Córdoba"
555,USD 260.000,Ana Aslan al 7500,"Argüello, Córdoba"
556,USD 69.900,Bv San Juan 600,"Nueva Córdoba, Córdoba"
557,USD 299.000,Imperdible- Siete Soles Heredades - 3 Dorm - Gran Parque!!!,"Siete Soles Naturaleza Urbana, Córdoba"
558,USD 173.000,Av. Valparaíso 4971,"La Luisita, Córdoba"
559,USD 140.000,24 de Septiembre al 1300,"General Paz, Córdoba"
560,USD 650.000,Country Altos del Chateau 1,"Alto Villasol, Córdoba"
561,USD 170.000,Mendoza 20,"Alto Alberdi, Córdoba"
562,USD 580.000,Lomas de la Carolina,"Lomas de la Carolina, Córdoba"
563,USD 130.000,David Luque y Rosario de Santa Fe,"General Paz, Córdoba"
564,$ 22.500.000,velez sarsfield 1340,"Nueva Córdoba, Córdoba"
565,USD 380.000,Campiña DEL SUR - Adoratrices al 1000,"Córdoba, Córdoba"
566,USD 265.000,Pérez del Viso 4265,"Parque Corema, Córdoba"
567,USD 25.900,Panama 2380,"Yapeyú, Córdoba"
568,USD 61.960,Transito Caceres 430,"Nueva Córdoba, Córdoba"
569,USD 280.000,Hipolito Irigoyen al 100,"Nueva Córdoba, Córdoba"
570,USD 42.000,Coronel Olmedo al 200,"Alberdi, Córdoba"
571,USD 470.000,Lomas de la Carolina,"Lomas de la Carolina, Córdoba"
572,USD 77.000,Av. Colón al 6200,"Alto Villasol, Córdoba"
573,USD 95.000,Bv. Los Extremeños 4900 4°,"Jardín Claret, Córdoba"
574,USD 53.000,Jujuy 2064,"Alta Córdoba, Córdoba"
575,USD 175.000,"Juan Romualdo Baez, Cañuelas Chico 0","Cañuelas Country Golf, Córdoba"
576,USD 65.000,Parana 364- Copahue 2,"Nueva Córdoba, Córdoba"
577,USD 135.000,Lima 1700,"General Paz, Córdoba"
578,USD 110.000,Duplex en Venta en Manantiales! Vestidor y Baño en Suite! Lote 180m2,"Manantiales, Córdoba"
579,USD 165.000,Trafalgar 600,"Alta Córdoba, Córdoba"
580,USD 90.000,Paso de los Andes 72 - Barrio Centro,"Centro, Córdoba"
581,USD 85.000,Chacabuco al 1100,"Nueva Córdoba, Córdoba"
582,USD 135.000,Independencia 700,"Nueva Córdoba, Córdoba"
583,USD 25.000,"Departamento de 2 Dormitorio en B° Alta Córdoba, a Remodelar, con Balcón","Alta Córdoba, Córdoba"
584,USD 115.000,Av Armada Argentina 5700,"San Ignacio Village, Córdoba"
585,USD 168.000,Venta Duplex en Manantiales 4 Dormitorios 1en Planta Baja Frente a Plaza,"Manantiales, Córdoba"
586,USD 108.000,"Dúplex en Venta en San Ignacio Village. 3 dor y 3 Baños , Patio y Asador","San Ignacio Village, Córdoba"
587,USD 110.000,Se Vende Dùplex en Bº La Catalina 2 Dormitorios,"Córdoba, Córdoba"
588,USD 560.000,Soldado Ramón A. Cabrera 6950,"Altos del Chateau, Córdoba"
589,USD 500.000,Country Manantiales Lote / N° 0,"Manantiales Country, Córdoba"
590,USD 210.000,San Judas Tadeo al 100,"La Carolina, Córdoba"
591,USD 185.000,Camino a San Carlos 6000,"Greenville II, Córdoba"
592,USD 99.000,DOCTA,"DOCTA, Córdoba"
593,USD 67.000,dorrego 1891,"Juniors, Córdoba"
594,USD 185.000,"Greenville 2, Unnamed Road, O´Higgins, Córdoba 0","Greenville II, Córdoba"
595,USD 85.000,Solares De Manantiales,"Manantiales, Córdoba"
596,$ 100,Ayacucho 300 - Posesion 2023 -,"Centro, Córdoba"
597,USD 124.000,Calmayo 2000,"Jardín Espinosa, Córdoba"
598,USD 220.000,Blv. De Los Extremeños ,"Jardín Claret, Córdoba"
599,Consultar precio,Fontanas del Sur II| Bunge 4450,"Las Tejas del Sur, Córdoba"
600,USD 55.000,Lituania al 2237,"Altos de General Paz, Córdoba"
601,USD 65.000,Buenos Aires 600,"Nueva Córdoba, Córdoba"
602,USD 50.000,"Venta, Dpto 1 Dorm, B° Guemes, Torres H, Av Pueyrredón 724 - Piso 16","Güemes, Córdoba"
603,USD 199.000,Se Vende Housing de 3 Dormitorios Zona Norte Sobre Calle Francisco Aston,"Argüello, Córdoba"
604,USD 650.000,ALTOS DEL CHATEAU,"Altos del Chateau, Córdoba"
605,USD 380.000,Irigoyen 0,"Nueva Córdoba, Córdoba"
606,USD 78.000,Etruria 9200,"Villa Rivera Indarte, Córdoba"
607,$ 18.201.360,José Benito Cottolengo 600,"Valle Cercano, Córdoba"
608,Consultar precio,Ambrosio Olmos al 800,"Nueva Córdoba, Córdoba"
609,USD 150.000,Hipolito Yrigoyen 43,"Nueva Córdoba, Córdoba"
610,USD 230.000,25 de Mayo 970,"General Paz, Córdoba"
611,USD 99.500,Obispo Trejo Esquina Peru,"Nueva Córdoba, Córdoba"
612,USD 550.000,Lomas de la Carolina Lote 9 mza 63 9,"Lomas de la Carolina, Córdoba"
613,USD 170.000,Yrurtia 150,"Córdoba, Córdoba"
614,USD 39.500,Obispo Trejo 300 6°,"Centro, Córdoba"
615,USD 190.000,Cristobal de Mancha y Velazco 1945,"Ayacucho, Córdoba"
616,USD 790.000,Costa Verde,"Country Costa Verde, Córdoba"
617,USD 104.000,Docta Urbanizacion MZA 46 Lote 14 ET 3 CBA,"Docta Boulevard, DOCTA"
618,USD 87.000,Duplex en Venta 3 Dormitorios Docta Etapa1 Se Escuchan Ofertas,"DOCTA, Córdoba"
619,USD 455.000,Housing 24,"Cerro de las Rosas, Córdoba"
620,USD 205.000,"Casa en Venta en Tejas 3. Pileta, Gran Jardin y Galeria. Apto Credito Bancor","Córdoba, Córdoba"
621,USD 209.900,Beatriz Galindo 1800,"Cerro de las Rosas, Córdoba"
622,USD 63.000,lima 1367,"General Paz, Córdoba"
623,Consultar precio,Hipólito Irigoyen y Estrada- Frente Plaza España,"Nueva Córdoba, Córdoba"
624,USD 129.000,Av Colón 5300,"Córdoba, Córdoba"
625,Consultar precio,Las Delicias 3,"Las Delicias, Córdoba"
626,USD 55.000,Av. J. M. de Pueyrredón al 700,"Güemes, Córdoba"
627,USD 140.000,Av. Cruz Roja 100,"Casonas de Manantiales, Córdoba"
628,USD 170.000,¡apta Bancor! Pasaje Chilome 6055,"Argüello, Córdoba"
629,USD 130.000,Obispo Oro 200,"Nueva Córdoba, Córdoba"
630,USD 152.000,"Departamento en Venta en General Paz Terra V- Apto Crédito Bancor -2 Dormitorios, muy Luminoso","General Paz, Córdoba"
631,USD 32.000,Av Santa Fe 675- 2ºpiso,"Providencia, Córdoba"
632,USD 48.000,Baigorri 868,"Alta Córdoba, Córdoba"
633,USD 127.000,LA Calandria,"La Calandria, Córdoba"
634,USD 98.000,Pueyrredon 600,"Güemes, Córdoba"
635,USD 110.000,Venta Duplex -3 Dormitorios-manantiales-oportunidad Contado /financia/recibe Menor,"Córdoba, Córdoba"
636,USD 110.000,Ramón Cárcano al 280,"Villa Belgrano, Córdoba"
637,USD 57.000,lima 987,"General Paz, Córdoba"
638,USD 140.000,Venta Duplex A Estrenar 3 Dorm. A 2 Cuadras de Paseo Rivera,"Villa Rivera Indarte, Córdoba"
639,USD 198.000,C. Juan Romualdo Báez 0,"Cañuelas Country Golf, Córdoba"
640,USD 450.000,Publica,"El Balcón, Valle Escondido "
641,USD 42.000,Dean Funes 981,"Alberdi, Córdoba"
642,USD 55.000,Hermosos Departamento de un Dormitorio Patria al 300,"General Paz, Córdoba"
643,USD 90.000,Manantiales,"Córdoba, Córdoba"
644,USD 35.000,Agustin Garzon 1662,"San Vicente, Córdoba"
645,USD 130.000,Luis Soler 5200,"Padre Claret, Córdoba"
646,USD 139.700,Sureño de Manantiales II,"Manantiales, Córdoba"
647,USD 195.000,Av Ohiggins 5500,"Cañuelas Country Golf, Córdoba"
