,Precio,Direccion,Barrio
10613,USD 55.000,,"Zumarán, Córdoba"
10614,USD 59.000,,"Nueva Córdoba, Córdoba"
10615,USD 310.000,Villa Warcalde,"Villa Warcalde, Córdoba"
10616,USD 80.000,Obispo Salguero 664,"Nueva Córdoba, Córdoba"
10617,USD 49.000,,"Centro, Córdoba"
10618,USD 38.000,Martin Garcia al 700,"San Martín, Córdoba"
10619,USD 60.000,Nicolás Avellaneda 272,"Alberdi, Córdoba"
10620,USD 140.000,Beato Anibal Di Francia 6400,"Argüello, Córdoba"
10621,USD 165.000,antonio serrano 3500,"San Fernando, Córdoba"
10622,USD 310.000,JOSE MARIA EGUA ZANON 9000,"Villa Warcalde, Córdoba"
10623,USD 320.000,Simon de Bolivar 500,"Güemes, Córdoba"
10624,USD 300.000,HERIBERTO MARTINEZ 1700,"Argüello, Córdoba"
10625,USD 49.000,Calderón de la Barca 1000,"Alta Córdoba, Córdoba"
10626,USD 50.000,,"Güemes, Córdoba"
10627,USD 175.000,sn,"Greenville II, Córdoba"
10628,USD 55.000,Echevarria Nº 2547,"Rosedal Anexo, Córdoba"
10629,USD 80.000,Tristan Echegaray Nº 3276,"Los Plátanos, Córdoba"
10630,USD 38.000,Dumesnil 1.451,"Providencia, Córdoba"
10631,USD 30.000,,"Alto Alberdi, Córdoba"
10632,USD 35.000,9 de Julio 1.907,"Alberdi, Córdoba"
10633,Consultar precio,,"Nueva Córdoba, Córdoba"
10634,Consultar precio,Tycho Brahe 4690,"Villa Belgrano, Córdoba"
10635,USD 46.000,ILLIA 654,"Nueva Córdoba, Córdoba"
10636,Consultar precio,Obispo Trejo 1140,"Nueva Córdoba, Córdoba"
10637,Consultar precio,Obispo Trejo 1113,"Nueva Córdoba, Córdoba"
10638,Consultar precio,BOULEVARD CHACABUCO 625,"Nueva Córdoba, Córdoba"
10639,Consultar precio,Poeta Lugones 72,"Nueva Córdoba, Córdoba"
10640,Consultar precio,Ambrosio Olmos 836,"Nueva Córdoba, Córdoba"
10641,Consultar precio,,"Nueva Córdoba, Córdoba"
10642,USD 280.000,Sampacho 1689,"Jardín Espinosa, Córdoba"
10643,USD 48.000,ROMA 1168,"General Pueyrredón, Córdoba"
10644,USD 90.000,"Pedro de Ledesma 2500, Córdoba, Córdoba, Argentina.","Córdoba, Córdoba"
10645,USD 80.000,Felix Frias 400,"General Paz, Córdoba"
10646,USD 410.000,Av. República de China,"Jardín Inglés, Valle Escondido "
10647,USD 100.000,colon y zipoli,"Alto Alberdi, Córdoba"
10648,USD 550.000,Country del Jockey 000,"Jockey Club, Córdoba"
10649,USD 620.000,Mauricio Revigliono 00,"Cañuelas Country Golf, Córdoba"
10650,USD 90.000,Meisner 5420,"Córdoba, Córdoba"
10651,USD 270.000,Quintas de Italia - Agustin Paggio 1600,"Córdoba, Córdoba"
10652,USD 105.000,Obispo Salguero 720,"Nueva Córdoba, Córdoba"
10653,USD 165.000,Greenville 2 0,"Greenville II, Córdoba"
10654,Consultar precio,San Ignacio Village 0,"San Ignacio Village, Córdoba"
10655,USD 22.500,Aguirre Camara 333,"Alberdi, Córdoba"
10656,USD 84.000,Soldado Ruiz 2065,"San Martín, Córdoba"
10657,USD 70.100,Faustino Allende 644,"Cofico, Córdoba"
10658,USD 160.000,JOAQUIN VICTOR GONZALES 4622,"Córdoba, Córdoba"
10659,USD 320.000,LOTE 23 MZ 02 23,"Tejas II, Córdoba"
10660,USD 60.000,coronel olmedo esq rioja -,"Centro, Córdoba"
10661,USD 78.000,Tres Arroyos 2826,"Jardín del Pilar, Córdoba"
10662,USD 98.000,"Caluti 140, Córdoba, Córdoba, Argentina.","Córdoba, Córdoba"
10663,USD 60.000,Videla Castillo 600,"San Martín, Córdoba"
10664,USD 28.000,BV. SAN JUAN 636,"Centro, Córdoba"
10665,USD 325.000,TUPAC YUPANQUI 7475,"Argüello, Córdoba"
10666,USD 64.000,Mariano fragueiro 585,"Centro, Córdoba"
10667,USD 50.000,,"Alberdi, Córdoba"
10668,USD 115.000,solares de manantiales,"Solares de Manantiales, Córdoba"
10669,USD 38.000,tissera 852,"General Bustos, Córdoba"
10670,USD 160.000,Fenelón Zuviría 1070,"Las Rosas, Córdoba"
10671,USD 150.000,Terrazas de Manantiales 00,"Manantiales, Córdoba"
10672,USD 98.000,Prados de Manantiales,"Prados de Manantiales, Córdoba"
10673,USD 49.000,Ernesto Bancalari 1340,"Parque San Vicente, Córdoba"
10674,USD 105.000,Brown 1236,"Los Naranjos, Córdoba"
10675,USD 49.000,"PJE, CARLUCCI, NUEVA CÓRDOBA","Nueva Córdoba, Córdoba"
10676,USD 155.000,Manuel Lopez 2247,"Centenario, Córdoba"
10677,USD 45.000,HEROINAS DE AYOHUMA 3005,"Patricios, Córdoba"
10678,USD 98.000,Av. Patria 615,"General Paz, Córdoba"
10679,USD 63.000,Lima al 900,"General Paz, Córdoba"
10680,USD 80.000,Bv Illia 416,"Nueva Córdoba, Córdoba"
10681,USD 184.500,san lorenzo 586,"Nueva Córdoba, Córdoba"
10682,USD 42.000,Paso de Uspallata 911,"San Martín, Córdoba"
10683,USD 98.000,,"Centro, Córdoba"
10684,USD 30.000,,"Güemes, Córdoba"
10685,USD 139.000,HUAYNA 7137,"Argüello, Córdoba"
10686,USD 70.000,,"Centro, Córdoba"
10687,USD 35.000,san cayetano Nº 3410,"Ameghino Sur, Córdoba"
10688,USD 120.000,padre lozano nº1646,"Los Naranjos, Córdoba"
10689,USD 390.000,Blas Pascal 6422,"Villa Belgrano, Córdoba"
10690,USD 130.000,ZIPOLI 1700,"Córdoba, Córdoba"
10691,USD 64.500,,"Centro, Córdoba"
10692,USD 85.000,RICARDO PALMA 4844,"Parque Liceo Primera Sección, Córdoba"
10693,USD 138.000,Richieri al 2600 La Huertilla,"Jardín, Córdoba"
10694,USD 50.000,AV. ALEM 1753,"Residencial América, Córdoba"
10695,USD 420.000,NACIONES UNIDAS 217,"Córdoba, Córdoba"
10696,USD 105.000,Obispo Salguero al 500,"Nueva Córdoba, Córdoba"
10697,USD 139.000,Prados de Manantiales 0,"Riberas de Manantiales, Córdoba"
10698,USD 135.000,Prados de Manantiales 0,"Riberas de Manantiales, Córdoba"
10699,USD 90.000,Monseñor Pablo Cabrera 2007,"Villa Cabrera, Córdoba"
10700,USD 45.000,,"Centro, Córdoba"
10701,USD 140.000,Prados de Manantiales 0,"Riberas de Manantiales, Córdoba"
10702,USD 89.000,,"DOCTA, Córdoba"
10703,USD 95.000,,"Alto Verde, Córdoba"
10704,USD 60.000,marcelo t de alvear 350,"Córdoba, Córdoba"
10705,USD 29.500,Dean Funes 1900,"Alto Alberdi, Córdoba"
10706,USD 30.000,RIVERA INDARTE 2279,"Alta Córdoba, Córdoba"
10707,USD 170.000,,"Alto Palermo, Córdoba"
10708,USD 175.000,Mario E. Flores,"Chacra del Sur, Córdoba"
10709,USD 70.000,Lamartine 1982,"Colinas de Vélez Sársfield, Córdoba"
10710,USD 120.000,Colinas De,"Primera Junta, Córdoba"
10711,USD 88.000,PEDRO DE MESA 974,"Parque Vélez Sársfield, Córdoba"
10712,USD 88.000,cornelio saavedra 2556,"Los Paraísos, Córdoba"
10713,Consultar precio,"Rómulo Bogliolo, Córdoba, Córdoba, Argentina.","Córdoba, Córdoba"
10714,USD 160.000,CASONAS DEL PARQUE 2337,"Colinas de Vélez Sársfield, Córdoba"
10715,USD 50.000,,"Córdoba, Córdoba"
10716,USD 290.000,Poeta Lugones 334,"Nueva Córdoba, Córdoba"
10717,USD 73.000,Sucre 310,"Centro, Córdoba"
10718,USD 650.000,Country La Rufina,"Córdoba, Córdoba"
10719,USD 38.000,Alvear 26,"Centro, Córdoba"
10720,USD 135.000,Obispo Ceballos 150,"San Martín, Córdoba"
10721,USD 35.000,Martin Garcia ,"San Martín, Córdoba"
10722,USD 49.000,chacabuco,"Nueva Córdoba, Córdoba"
10723,USD 800.000,MOLINO DE TORRES 5850,"Lomas de los Carolinos, Córdoba"
10724,USD 64.000,Pasaje Quevedo 1200,"Alta Córdoba, Córdoba"
10725,USD 60.000,"Av. Irineu Bornhausen, Quadra 34, 0","Córdoba, Córdoba"
10726,USD 95.000,AV. ALEM 1961,"Residencial América, Córdoba"
10727,USD 82.900,Armengol Tecera 95,"Alberdi, Córdoba"
10728,USD 67.000,"9 de julio 2987, Córdoba, Córdoba, Argentina.","Córdoba, Córdoba"
10729,USD 80.000,Huescar al 8200,"Argüello, Córdoba"
10730,USD 70.000,sta rosa 2522,"Alberdi, Córdoba"
10731,USD 67.000,General Simon Bolivar 370,"Centro, Córdoba"
10732,USD 165.000,,"Córdoba, Córdoba"
10733,USD 105.000,Ricardo Rojas al 9900,"Villa Rivera Indarte, Córdoba"
10734,USD 39.000,Bialet Masse 777,"Providencia, Córdoba"
10735,USD 240.000,ERNESTO PIOTTI 6500,"Villa Belgrano, Córdoba"
10736,USD 80.000,,"General Paz, Córdoba"
10737,USD 55.000,,"Centro, Córdoba"
10738,USD 43.000,,"Alta Córdoba, Córdoba"
10739,USD 65.000,,"Los Robles, Córdoba"
10740,USD 38.000,duarte quiros 2865,"Alto Alberdi, Córdoba"
10741,USD 210.000,Mariano Larra 3892,"Cerro de las Rosas, Córdoba"
10742,USD 780.000,CHATEAU VILLAGE S/ LAPLACE 5240,"Villa Belgrano, Córdoba"
10743,USD 62.000,Avenida General Paz 500,"Córdoba, Córdoba"
10744,USD 115.000,Jose Ramon Aguirre 2940,"Parque Vélez Sársfield, Córdoba"
10745,USD 175.000,BERNARDO O'HIGGINS 6200,"Greenville II, Córdoba"
10746,USD 190.000,BERNARDO O'HIGGINS 6200,"Greenville II, Córdoba"
10747,USD 72.000,Av Santa Fe 719,"Providencia, Córdoba"
10748,USD 165.000,Tupungato 2000,"Parque Capital, Córdoba"
10749,USD 129.000,AZOR GRIMAUT 3196,"Nuevo Poeta Lugones, Córdoba"
10750,USD 28.000, Eduardo Baravalle 6150,"San Javier, Córdoba"
10751,USD 75.000,Centro - Caseros al 200,"Centro, Córdoba"
10752,USD 45.000,Jacinto Rios 425,"General Paz, Córdoba"
10753,$ 350.000,rio cuarto 454,"Juniors, Córdoba"
10754,USD 1.200.000,Molino de Torres 5301,"El Bosque, Córdoba"
10755,USD 320.000,,"La Arboleda, Villa Warcalde"
10756,USD 315.000,COLECTORA AUTOPISTA RN 20,"Siete Soles Naturaleza Urbana, Córdoba"
10757,USD 300.000,Córdoba - Milenica - Rodriguez del Busto - Torre 2,"Alto Verde, Córdoba"
10758,USD 220.000,Urrutia al 400,"Córdoba, Córdoba"
10759,USD 240.000,Juan Neper 5838,"Villa Belgrano, Córdoba"
10760,USD 650.000,Soldado Ramon A. Cabrera 6950,"Altos del Chateau, Córdoba"
10761,USD 47.000,LIMA 893,"General Paz, Córdoba"
10762,$ 550.000,Soldado Ramon A. Cabrera 6950,"Altos del Chateau, Córdoba"
10763,USD 180.000,"Córdoba, Villa Cabrera, a una Cuadra Shopping","Villa Cabrera, Córdoba"
10764,USD 78.000,ACONCAGUA 2624,"Los Naranjos, Córdoba"
10765,USD 45.000,,"Nueva Italia, Córdoba"
10766,USD 114.900,av padre claret 6350,"Los Boulevares, Córdoba"
10767,USD 98.000,CABO ROBERTO A BUSTO 6871,"Valle Escondido , Córdoba"
10768,USD 28.000,José Acosta 1800. Entre Psj doroteo robles,"Mirador, Córdoba"
10769,USD 55.000,Casa 3 Dormitorios Cochera Quincho Patio Escritura Barrio Nueva Italia,"Nueva Italia, Córdoba"
10770,USD 295.000,San Luis 510,"Güemes, Córdoba"
10771,USD 32.900,Martin Garcia 442,"Ducasse, Córdoba"
10772,USD 85.000,Javier Lopez 1300,"Bajo Palermo, Córdoba"
10773,USD 115.000,DIEGO RAPELA 3632,"Residencial Vélez Sársfield, Córdoba"
10774,USD 210.000,,"Centro, Córdoba"
10775,USD 49.000,Pje. Eugenio Corvalan 2900,"Colón, Córdoba"
10776,USD 40.000,,"Alto Alberdi, Córdoba"
10777,USD 110.000,,"Residencial Vélez Sársfield, Córdoba"
10778,USD 200.000,San Lorenzo 500,"Nueva Córdoba, Córdoba"
10779,USD 52.000,,"Yapeyú, Córdoba"
10780,USD 205.000,Isabel La Catolica 800,"Alta Córdoba, Córdoba"
10781,USD 230.000,Pascual B Espeche ,"Córdoba, Córdoba"
10782,USD 450.000,Avenida Bodereau 7000,"Villa Rivera Indarte, Córdoba"
10783,USD 549.000,Nolasco 7000,"Villa Rivera Indarte, Córdoba"
10784,USD 190.000,Marcelo T de Alvear 368,"Centro, Córdoba"
10785,USD 78.000,Diego Cala 370,"Las Palmas, Córdoba"
10786,USD 230.000,ticho brae,"Villa Belgrano, Córdoba"
10787,USD 70.000,,"Alta Córdoba, Córdoba"
10788,USD 50.000,lima 987,"General Paz, Córdoba"
10789,USD 210.000,Casa A Estrenar en Housing Villa Belgrano Triplex,"Villa Belgrano, Córdoba"
10790,USD 64.000,Bv. Illia 600 12°,"Nueva Córdoba, Córdoba"
10791,USD 82.000,Ayacucho 100 7°,"Córdoba, Córdoba"
10792,USD 65.000,Rio Paraná 1360,"Altamira, Córdoba"
10793,USD 63.000,Lima 987,"General Paz, Córdoba"
10794,USD 90.000,Ortiz de Ocampo 418,"General Paz, Córdoba"
10795,USD 220.000,AV. CARCANO 2000,"Altos del Chateau, Córdoba"
10796,USD 110.000,Prados Lote / N° 0,"Prados de Manantiales, Córdoba"
10797,USD 21.999,catamarca 42,"Centro, Córdoba"
10798,USD 115.000,San Lorenzo 500 6°,"Nueva Córdoba, Córdoba"
10799,USD 75.000,GDOR JUAN FRANCISCO TARRAGONA 1609,"Crisol Sur, Córdoba"
10800,USD 105.000,Felipe II,"Talleres Oeste, Córdoba"
10801,USD 62.000,JOSE BENITO COTTOLENGO 600,"Valle Cercano, Córdoba"
10802,USD 500.000,Av. los Alamos 1111,"El Bosque, Córdoba"
10803,USD 42.000,av santa fe 64,"Alto Alberdi, Córdoba"
10804,USD 145.000,Lomas De Manantiales Lote / N° 0,"Manantiales, Córdoba"
10805,Consultar precio,"San Alberto 1561, Córdoba, Córdoba, Argentina.","Córdoba, Córdoba"
10806,Consultar precio,"Alejandro Carbó , Córdoba, Córdoba, Argentina.","Córdoba, Córdoba"
10807,Consultar precio,"Gaona 816, Córdoba, Córdoba, Argentina.","Córdoba, Córdoba"
10808,Consultar precio,"Circunvalación y Spilimbergo, Córdoba, Córdoba, Argentina.","Córdoba, Córdoba"
10809,Consultar precio,"Cervantes 684, Córdoba, Córdoba, Argentina.","Córdoba, Córdoba"
10810,USD 54.000,"Jujuy 125, Córdoba, Córdoba, Argentina.","Córdoba, Córdoba"
10811,USD 115.000,Justo Jose de Urquiza 145,"Alberdi, Córdoba"
10812,USD 220.000,"Duplex 3 Dormitorios con Ppal en Suite con Vestidor + Pileta en Los Tilos I, Jardín Claret","Córdoba, Córdoba"
10813,USD 45.000,,"Alberdi, Córdoba"
10814,USD 115.000,,"Villa Marta, Córdoba"
10815,USD 75.000,sta rosa 2522,"Alberdi, Córdoba"
10816,USD 700.000,Casa Lomas de la Carolina Fondo Golf 4 Dormitorios,"Lomas de la Carolina, Córdoba"
10817,USD 75.000,esposos curie 1370,"Nueva Córdoba, Córdoba"
10818,USD 102.000,Barrio San Ignacio Village 79,"San Ignacio Village, Córdoba"
10819,USD 29.500,Domingo Zipoli 371,"Alberdi, Córdoba"
10820,$ 120.000,Santa Rosa 1643,"Alberdi, Córdoba"
10821,USD 55.000,,"Alta Córdoba, Córdoba"
10822,USD 55.000,Lima 233,"Centro, Córdoba"
10823,USD 255.000,,"Villa Belgrano, Córdoba"
10824,USD 390.000,REPUBLICA DE CHINA 1450,"Valle Escondido , Córdoba"
10825,USD 126.000,,"Alberdi, Córdoba"
10826,USD 65.000,"Juan Campero 2800, Córdoba, Córdoba, Argentina.","Córdoba, Córdoba"
10827,USD 35.000,,"San Vicente, Córdoba"
10828,USD 45.000,José Aguirre Camara 153,"Alto Alberdi, Córdoba"
10829,USD 230.000,,"Camino a San Carlos, Córdoba"
10830,USD 19.000,Av sabattini 3150,"Urquiza, Córdoba"
10831,USD 52.000,,"San Vicente, Córdoba"
10832,USD 70.000,Fernando Casado 2100,"Santa Isabel, Córdoba"
10833,USD 44.990,Bv Illia 400,"Nueva Córdoba, Córdoba"
10834,USD 50.000,JUJUY 1940,"Alta Córdoba, Córdoba"
10835,USD 100.000,PRADOS DE MANANTIALES,"Manantiales, Córdoba"
10836,USD 120.000,Av. Colon 650,"Centro, Córdoba"
10837,USD 50.000,Rodriguez Peña al al 1300,"Cofico, Córdoba"
10838,USD 120.000,Lapacho 100,"Córdoba, Córdoba"
10839,USD 29.000,Uritorco 4030,"Ameghino Sud, Córdoba"
10840,USD 75.000,Av. La Donosa Lote / N° 0,"DOCTA, Córdoba"
10841,USD 39.000,RIOJA Y CAÑADA,"Centro, Córdoba"
10842,USD 97.000,Antartida 3900,"Matienzo, Córdoba"
10843,USD 98.000,Teodoro Fels 5500,"Jorge Newbery, Córdoba"
10844,USD 80.000,Ibarbalz 900 6°,"General Paz, Córdoba"
10845,USD 58.000,Soldado Ruiz 2000 1°,"San Martín, Córdoba"
10846,USD 110.000,Agenor Noroña 2700,"San Pablo, Córdoba"
10847,USD 72.000,Velez Sarsfiel 500 8°,"Nueva Córdoba, Córdoba"
10848,USD 62.000,Santiago Temple 100 1°,"Nueva Córdoba, Córdoba"
10849,USD 37.000,Domingo Zípoli 300 2°,"Alto Alberdi, Córdoba"
10850,USD 38.000,Jerónimo Luis De Cabrera 700 7°,"Cofico, Córdoba"
10851,USD 45.000,Soldado Ruiz 2000 5°,"San Martín, Córdoba"
10852,USD 40.000,Marcelo T de Alvear 718,"Güemes, Córdoba"
10853,USD 32.000,Dean Funes 3100 2°,"Alberdi, Córdoba"
10854,USD 45.000,Don Bosco 4200,"Las Palmas, Córdoba"
10855,USD 44.000,,"Centro, Córdoba"
10856,USD 35.000,Miguel De Mojica 1300 PB,"Marqués de Sobremonte, Córdoba"
10857,USD 160.000,rodriguez del busto 3410,"Alto Verde, Córdoba"
10858,USD 85.000,"Tierra del Fuego 1368, Córdoba","Villa Los Pinos, Córdoba"
10859,USD 168.000,Nicasio 7100,"Córdoba, Córdoba"
10860,USD 140.000,Morcillo 2050,"Maipú, Córdoba"
10861,USD 48.000,ob Salguero 144,"Nueva Córdoba, Córdoba"
10862,USD 130.000,Rufino Cuervo 1130,"Escobar, Córdoba"
10863,USD 590.000,Cordoba Capital,"Córdoba, Córdoba"
10864,USD 125.000,Impira,"Manantiales, Córdoba"
10865,USD 160.000,Cordoba Capital,"Córdoba, Córdoba"
10866,USD 220.000,Cordoba Capital,"Córdoba, Córdoba"
10867,USD 35.000,Cordoba Capital,"Córdoba, Córdoba"
10868,USD 33.000,Caseros 3183,"Alto Alberdi, Córdoba"
10869,USD 160.000,,"San Salvador, Córdoba"
10870,$ 210,AV. VELEZ SARFIELD 256,"Centro, Córdoba"
10871,USD 124.000,Cruz Chica 5133,"Villa Claret, Córdoba"
10872,USD 98.000,Cruz Chica 5125,"Villa Claret, Córdoba"
10873,USD 75.000,GENERAL PAZ 1800,"Alta Córdoba, Córdoba"
10874,USD 55.000,jujuy 2064,"Córdoba, Córdoba"
10875,USD 65.000,Av. Colon 2901,"Alberdi, Córdoba"
10876,USD 62.000,CAPITAL FEDERAL 800,"Observatorio, Córdoba"
10877,USD 230.000,san Cayetano 463,"La Carolina, Córdoba"
10878,$ 6.600.000,,"Yofre H, Córdoba"
10879,USD 350.000,Martel de los Ríos 2054,"Cerro de las Rosas, Córdoba"
10880,USD 35.500,,"General Pueyrredón, Córdoba"
10881,USD 179.900,,"Alto Alberdi, Córdoba"
10882,USD 36.900,,"Alto Alberdi, Córdoba"
10883,USD 38.900,,"Alto Alberdi, Córdoba"
10884,USD 112.000,,"DOCTA, Córdoba"
10885,USD 45.700,Isabel La Catolica 890,"Alta Córdoba, Córdoba"
10886,USD 50.500,25 de Mayo 1666,"General Paz, Córdoba"
10887,USD 52.200,,"General Paz, Córdoba"
10888,USD 51.500,Gral. Román Deheza 33,"General Paz, Córdoba"
10889,USD 78.500,,"General Paz, Córdoba"
10890,USD 65.500,Gral. Román Deheza 33,"General Paz, Córdoba"
10891,USD 79.900,Sucre 2014,"Alta Córdoba, Córdoba"
10892,USD 43.400,,"Alta Córdoba, Córdoba"
10893,USD 64.500,,"Alta Córdoba, Córdoba"
10894,USD 57.000,,"General Paz, Córdoba"
10895,USD 175.000,,"Villa Warcalde, Córdoba"
10896,USD 39.800,Duarte Quiros 2800,"Alto Alberdi, Córdoba"
10897,USD 65.000,LOS BOULEVARES 0,"Los Boulevares, Córdoba"
10898,USD 100.000,geronimo luis de cabrera ,"Alta Córdoba, Córdoba"
10899,USD 170.000,CIRCUNVALACION 1,"Córdoba, Córdoba"
10900,USD 59.000,9 de julio 660,"Centro, Córdoba"
10901,USD 155.000,sn,"Manantiales, Córdoba"
10902,USD 120.000,Mariano Ceballos ,"El Trébol, Córdoba"
10903,USD 40.000,Parque Nacional Baritu 3707,"Matienzo, Córdoba"
10904,USD 110.000,Solares de Manantiales,"Manantiales, Córdoba"
10905,USD 85.000,Agustín Garzón 2111,"San Vicente, Córdoba"
10906,USD 85.000,"Parana 419, Córdoba, Córdoba, Argentina.","Córdoba, Córdoba"
10907,USD 88.000,Av Fuerza Aerea S/N,"Docta Central, Córdoba"
10908,USD 260.000,Av. Carcano 280,"Nuevo URCA, Córdoba"
10909,USD 250.000,Blas Pascal 6122,"Villa Belgrano, Córdoba"
10910,USD 230.000,Pascal 5700,"Villa Belgrano, Córdoba"
10911,USD 240.000,Edmundo Mariotte 3450,"Villa Belgrano, Córdoba"
10912,$ 150.000,Avenida Gauss 4640,"Villa Belgrano, Córdoba"
10913,USD 250.000,Avogadro 6000,"Villa Belgrano, Córdoba"
10914,$ 200.000,Blas Pascal 5300,"Villa Belgrano, Córdoba"
10915,USD 365.000,Ob.Lazcano 2500,"Córdoba, Córdoba"
10916,USD 180.000,Gauss 5760,"Villa Belgrano, Córdoba"
10917,USD 115.000,,"Don Bosco, Córdoba"
10918,USD 249.000,Fernando Fader 4516,"Cerro de las Rosas, Córdoba"
10919,USD 750.000,MOLINO DE TORRES 380,"Lomas de la Carolina, Córdoba"
10920,USD 350.000,Republica China 380,"Valle Escondido , Córdoba"
10921,USD 175.000,De Los Emilianos 4900,"Jardín Claret, Córdoba"
10922,USD 270.000,Donaciano Del Campillo 1660,"Cerro de las Rosas, Córdoba"
10923,USD 135.000,ZIPOLI 1718,"Córdoba, Córdoba"
10924,USD 55.000,ROMA 382,"General Paz, Córdoba"
10925,USD 85.000,Av Colon 4933,"Quebrada de las Rosas, Córdoba"
10926,USD 750.000,MOLINO DE TORRES 3081,"Lomas de la Carolina, Córdoba"
10927,USD 705.000,Soldado Ramon A. Cabrera 6950,"Altos del Chateau, Córdoba"
10928,USD 320.000,Republica China 380,"Valle Escondido , Córdoba"
10929,USD 225.000,Republica China 380,"Valle Escondido , Córdoba"
10930,USD 360.000,Republica China 380,"Valle Escondido , Córdoba"
10931,USD 70.000,AV DEL TRABAJO 200,"Córdoba, Córdoba"
10932,USD 105.000,DEHEZA 300,"General Paz, Córdoba"
10933,USD 820.000,Jeronimo Cardan 5750,"Villa Belgrano, Córdoba"
10934,USD 50.000,CHACO 111,"Alto Alberdi, Córdoba"
10935,USD 85.000,Jujuy esquina Bedoya,"Cofico, Córdoba"
10936,USD 118.000,Calle Publica Lote / N° 0,"DOCTA, Córdoba"
10937,USD 215.000,Rodriguez del Busto Complejo MILENICA 3400,"Alto Verde, Córdoba"
10938,USD 450.000,Ambrosio Olmos 592/4,"Nueva Córdoba, Córdoba"
10939,USD 185.000,,"URCA, Córdoba"
10940,USD 75.000,Irbalbaiz 752,"General Paz, Córdoba"
10941,USD 165.000,De Los Extremeños 4900,"Jardín Claret, Córdoba"
10942,USD 44.000,,"General Paz, Córdoba"
10943,USD 42.900,Av. Curazao 2536,"Córdoba, Córdoba"
10944,USD 43.000,Dpto CON Gran Terraza: 1 Dorm - 9 De Julio al 2300 | Alberdi |,"Alberdi, Córdoba"
10945,USD 65.000,Imperdible Oportunidad DE Invertir: 1 Dorm - Balcon | Sobre Cañada |,"Güemes, Córdoba"
10946,USD 46.000,Imperdible Dpto EN Venta DE 3 Dormitorios: Aconquija al 3000,"Córdoba, Córdoba"
10947,USD 90.000,Ramon Carcano al 1000,"Barrio Privado Chateau Carreras, Córdoba"
10948,USD 58.000,JUAN TISSERA 1660,"Talleres, Córdoba"
10949,USD 68.000,Duarte Quiroz 2869,"Alberdi, Córdoba"
10950,USD 230.000,,"Nueva Córdoba, Córdoba"
10951,USD 135.000,Bv. De Los Alemanes al 3600,"Los Boulevares, Córdoba"
10952,USD 130.000,Bunge al 4400,"Las Tejas del Sur, Córdoba"
10953,USD 205.000,BLAS PASCAL 6122,"Villa Belgrano, Córdoba"
10954,USD 280.000,ciudad de tampa 3085,"Villa Cabrera, Córdoba"
10955,USD 165.900,Heriberto Martinez 6650,"Argüello, Córdoba"
10956,USD 600.000,Celso Barrios 1502,"Country Jockey Club, Córdoba"
10957,USD 185.000,Green Ville 2 0,"Greenville II, Córdoba"
10958,USD 175.000,"Av. Padre Luchesse Km 3,5 1","Comarca de Allende, Córdoba"
10959,USD 55.000,25 de mayo al 1666,"General Paz, Córdoba"
10960,USD 155.000,FORTUNATO LACAMERA,"Cerro Chico, Córdoba"
10961,USD 190.000,Cañuelas Chico 0,"Córdoba, Córdoba"
10962,USD 200.000,Greenville 2 0,"Greenville II, Córdoba"
10963,USD 130.000,27 de abril 4250,"Uritorco, Córdoba"
10964,USD 28.900,Espora 24,"Alto Alberdi, Córdoba"
10965,USD 135.000,CHACRAS DEL NORTE,"Chacra del Norte, Córdoba"
10966,USD 160.000,25 De Mayo 912,"General Paz, Córdoba"
10967,USD 99.900,SAN IGNACIO VILLAGE,"San Ignacio Village, Córdoba"
10968,USD 65.000,Balcarce al 200,"Centro, Córdoba"
10969,USD 63.000,TERRAFORTE 2,"Córdoba, Córdoba"
10970,USD 180.000,colón 450,"Centro, Córdoba"
10971,USD 75.000,Peru 160,"Córdoba, Córdoba"
10972,USD 45.000,PRINGLES,"General Paz, Córdoba"
10973,USD 150.000,VIRACOCHA 6000,"Villa Belgrano, Córdoba"
10974,USD 90.000,,"Alto Verde, Córdoba"
10975,USD 160.000,LOS REARTES 9000,"Villa Rivera Indarte, Córdoba"
10976,USD 130.000,cruz chica 5143,"Córdoba, Córdoba"
10977,USD 250.000,Tejas del Sur III,"Córdoba, Córdoba"
10978,USD 190.000,ANDRES PIÑERO 7500,"Argüello, Córdoba"
10979,USD 175.000,ANDRES PIÑERO 7500,"Argüello, Córdoba"
10980,USD 600.000,Molino de Torres 1000,"Lomas de la Carolina, Córdoba"
10981,USD 130.000,Torre Fluss Frente a Capitalinas,"Centro, Córdoba"
10982,USD 217.500,Rodriguez del Busto 3410,"Cerro Chico, Córdoba"
10983,USD 145.000,Av. Ricardo Rojas 7500,"Argüello, Córdoba"
10984,USD 250.000,Rodriguez del Busto 3410,"Cerro Chico, Córdoba"
10985,USD 225.000,Heriberto Martínez 7200,"Argüello, Córdoba"
10986,USD 140.000,Calingasta al 4000,"Empalme, Córdoba"
10987,USD 200.000,Huayna 6773,"Argüello, Córdoba"
10988,USD 30.000,Dean Funes 749,"Alberdi, Córdoba"
10989,USD 38.000,9 DE JULIO 2127,"Alto Alberdi, Córdoba"
10990,USD 55.000,Pinzon 1035,"San Martín, Córdoba"
10991,USD 140.000,tupac a maru 3000,"Jardín Espinosa, Córdoba"
10992,USD 55.000,Laprida 154,"Nueva Córdoba, Córdoba"
10993,$ 48.000,mexico 1110,"General Paz, Córdoba"
